CustomerID,LoanID,ApplicantType,Age,EmploymentType,AnnualIncome,MonthlyIncome,LoanType,LoanAmount,LoanTenureMonths,InterestRate,CollateralValue,CreditScore,PastDefaults,NumOpenAccounts,BusinessRevenue,ProfitMargin,BusinessYears,ProbDefault
CUST100021,LN200021,Business,49,Salaried,5512820,459402,Invoice Discounting,6828619,84,14.47,9754889,538,0,2,3328479,11.64,11,0.066
CUST100022,LN200022,Personal,48,Unemployed,572140,47678,Debt Consolidation,373293,24,8.9,1103753,671,0,1,,,,0.027
CUST100023,LN200023,Personal,52,Salaried,321379,26782,Home,279389,60,9.05,159091,767,0,3,,,,0.019
CUST100025,LN200025,Business,38,Salaried,5512521,459377,Equipment Finance,3191567,60,12.36,7418327,688,0,0,4093685,-12.55,25,0.012
CUST100026,LN200026,Business,32,Business-owner,2260099,188342,Equipment Finance,1618776,60,16.86,6882554,572,0,0,3733302,-3.75,32,0.081
CUST100028,LN200028,Business,25,Salaried,4161988,346832,Equipment Finance,5315603,120,8,5682038,797,1,2,2877070,17,16,0.099
CUST100029,LN200029,Personal,24,Salaried,763078,63590,Home,289767,36,10.08,962868,708,0,2,,,,0
CUST100030,LN200030,Personal,32,Self-employed,462202,38517,Personal,144949,24,13.17,344716,626,0,3,,,,0.011
CUST100031,LN200031,Business,62,Business-owner,7420400,618367,Business Expansion,1116654,60,14.64,0,691,0,2,5790643,20.32,7,0
CUST100032,LN200032,Business,41,Salaried,150000,12500,Working Capital,50000,84,13.91,3640421,451,0,0,183737,16.85,25,0.061
CUST100033,LN200033,Personal,48,Business-owner,601250,50104,Medical,305292,12,7,365493,792,0,3,,,,0.069
CUST100034,LN200034,Personal,56,Salaried,998806,83234,Medical,380380,60,9.72,986274,784,0,1,,,,0
CUST100035,LN200035,Personal,38,Salaried,990828,82569,Personal,643650,36,11.88,234531,677,0,1,,,,0.08
CUST100036,LN200036,Personal,58,Salaried,298100,24842,Medical,259505,60,9.23,610472,818,0,1,,,,0.017
CUST100037,LN200037,Personal,25,Salaried,937801,78150,Car,480752,48,9.14,364424,578,1,1,,,,0.1
CUST100038,LN200038,Business,42,Salaried,5512717,459393,Working Capital,9782192,36,10.09,3059909,599,1,1,1931122,21.01,16,0.164
CUST100039,LN200039,Business,53,Self-employed,1796305,149692,Business Expansion,2732611,60,15.38,491949,471,1,1,50000,10.39,11,0.123
CUST100040,LN200040,Business,36,Salaried,4377464,364789,Equipment Finance,4609634,36,10.53,1986501,634,1,3,14959582,11.57,9,0.14
CUST100041,LN200041,Personal,23,Salaried,938871,78239,Home,159897,72,14.54,430298,640,0,4,,,,0
CUST100042,LN200042,Business,46,Salaried,6180664,515055,Invoice Discounting,3284047,48,13.37,7657807,620,0,1,50000,9.55,12,0
CUST100043,LN200043,Personal,41,Salaried,606441,50537,Home,659794,36,10.48,593402,647,0,1,,,,0.108
CUST100044,LN200044,Personal,45,Salaried,601549,50129,Medical,348371,36,11.61,589277,766,0,1,,,,0.015
CUST100046,LN200046,Personal,45,Unemployed,798178,66515,Home,377181,48,10.13,647555,748,0,0,,,,0.01
CUST100047,LN200047,Personal,56,Business-owner,756867,63072,Medical,534298,60,8.41,427718,714,0,1,,,,0.009
CUST100048,LN200048,Business,36,Salaried,3087327,257277,Working Capital,50000,36,18.77,0,630,0,1,4844656,-9.52,31,0.05
CUST100050,LN200050,Personal,50,Business-owner,561310,46776,Home,47569,36,9.94,607320,705,0,5,,,,0
CUST100051,LN200051,Personal,27,Salaried,300852,25071,Medical,278647,48,15.32,725489,603,0,3,,,,0.028
CUST100052,LN200052,Business,25,Self-employed,4739694,394974,Invoice Discounting,7028010,84,8,9349716,555,0,1,50000,-11.9,9,0.07
CUST100053,LN200053,Business,45,Unemployed,1687159,140597,Working Capital,50000,60,15.37,2584880,668,0,2,3169130,-2.68,3,0
CUST100054,LN200054,Personal,51,Business-owner,893800,74483,Medical,287588,48,8.77,183994,722,0,4,,,,0
CUST100055,LN200055,Personal,21,Salaried,544167,45347,Debt Consolidation,445952,48,10.73,555685,776,1,0,,,,0.106
CUST100058,LN200058,Business,26,Self-employed,2500367,208364,Business Expansion,2600869,24,9.14,2488196,574,0,1,12575526,18.95,25,0.135
CUST100059,LN200059,Business,46,Salaried,3259516,271626,Equipment Finance,50000,48,8.99,11044184,715,0,1,7246125,19.26,33,0
CUST100061,LN200061,Personal,36,Self-employed,767482,63957,Home,395810,60,11.97,676184,625,0,1,,,,0
CUST100062,LN200062,Personal,36,Salaried,566780,47232,Personal,357403,36,11.08,406134,562,0,0,,,,0.08
CUST100064,LN200064,Personal,32,Self-employed,1108615,92385,Home,695177,60,8.9,758969,693,0,2,,,,0
CUST100065,LN200065,Business,36,Salaried,6652782,554399,Business Expansion,50000,48,10.56,565989,624,0,4,9083090,13.69,11,0
CUST100066,LN200066,Business,59,Salaried,5662494,471875,Business Expansion,50000,60,19.93,14049100,750,0,4,8342522,20.61,13,0
CUST100067,LN200067,Personal,51,Salaried,699082,58257,Home,74022,60,7,271838,607,0,3,,,,0
CUST100068,LN200068,Business,44,Salaried,7465040,622087,Equipment Finance,10112707,36,13.9,0,869,0,0,2713929,-15.56,28,0.049
CUST100069,LN200069,Personal,54,Salaried,203824,16985,Personal,253209,72,10.08,678199,772,0,2,,,,0.014
CUST100070,LN200070,Business,30,Salaried,150000,12500,Invoice Discounting,3582181,24,19.99,4130674,682,0,3,4123356,-2.73,28,0.9
CUST100072,LN200072,Personal,61,Salaried,828545,69045,Wedding,284976,24,13.53,767618,689,0,2,,,,0
CUST100073,LN200073,Business,27,Business-owner,905709,75476,Equipment Finance,1539029,84,10.28,5356265,685,1,3,6294140,16.26,2,0.105
CUST100077,LN200077,Business,25,Salaried,1737436,144786,Business Expansion,6868842,60,12.22,4000538,621,0,3,7371009,-15.2,16,0.194
CUST100078,LN200078,Personal,40,Salaried,855552,71296,Debt Consolidation,382298,36,11.62,138416,651,0,3,,,,0.052
CUST100079,LN200079,Business,33,Salaried,5787892,482324,Equipment Finance,3796220,84,15.61,5352612,621,0,5,5116528,-8.35,23,0
CUST100080,LN200080,Business,40,Salaried,7159146,596596,Invoice Discounting,4199878,84,18.35,3462984,620,0,1,10830114,7.2,10,0.05
CUST100081,LN200081,Personal,58,Salaried,845698,70475,Home,193044,72,11.44,449677,798,0,1,,,,0
CUST100082,LN200082,Personal,30,Salaried,480501,40042,Debt Consolidation,384364,72,12.97,1056491,736,0,1,,,,0
CUST100083,LN200083,Business,31,Salaried,2116094,176341,Working Capital,5057833,36,12.65,4253668,610,0,0,3088171,-0.25,17,0.182
CUST100084,LN200084,Personal,26,Business-owner,886658,73888,Debt Consolidation,305254,24,10.28,0,678,0,3,,,,0.052
CUST100086,LN200086,Personal,35,Salaried,546762,45564,Car,295012,48,9.49,1050109,761,0,4,,,,0
CUST100087,LN200087,Personal,55,Salaried,795115,66260,Car,330339,72,14.28,799820,744,0,2,,,,0
CUST100088,LN200088,Personal,21,Business-owner,736553,61379,Personal,323665,48,8.48,1060425,645,0,0,,,,0
CUST100089,LN200089,Personal,60,Self-employed,756096,63008,Car,438226,24,10.76,767112,670,0,4,,,,0.031
CUST100090,LN200090,Business,58,Self-employed,8766398,730533,Business Expansion,6210773,120,17.6,5957688,707,0,1,3531279,17.96,30,0.01
CUST100091,LN200091,Business,38,Self-employed,3217252,268104,Equipment Finance,12163061,60,11.81,2400377,602,0,3,9976882,-9.66,34,0.185
CUST100092,LN200092,Business,46,Business-owner,6759976,563331,Business Expansion,6902336,48,15.33,8618417,632,0,4,2203060,-5.7,20,0.099
CUST100093,LN200093,Business,27,Self-employed,586955,48913,Business Expansion,1424814,48,13.12,5973697,733,0,1,379527,6.63,4,0.083
CUST100094,LN200094,Personal,61,Salaried,716104,59675,Wedding,197590,48,11.19,473357,712,0,1,,,,0
CUST100095,LN200095,Business,67,Salaried,150000,12500,Business Expansion,4552527,48,14.54,11564311,724,0,3,3395808,1.03,25,0.9
CUST100096,LN200096,Personal,61,Self-employed,763385,63615,Wedding,706165,36,11,1046950,709,0,2,,,,0.041
CUST100097,LN200097,Business,65,Salaried,4972083,414340,Equipment Finance,8762921,48,12.42,3242460,686,0,4,6694146,25.09,8,0.111
CUST100098,LN200098,Business,38,Business-owner,4818323,401527,Business Expansion,50000,84,14.31,1942610,639,1,1,6204330,38.95,20,0.068
CUST100099,LN200099,Personal,33,Salaried,546079,45507,Home,211386,48,9.67,371163,802,0,1,,,,0
CUST100100,LN200100,Personal,21,Business-owner,489993,40833,Personal,288839,12,13.88,475710,648,2,1,,,,0.189
CUST100101,LN200101,Personal,38,Salaried,634478,52873,Wedding,256851,60,13.62,439438,717,0,5,,,,0
CUST100102,LN200102,Personal,60,Self-employed,360635,30053,Debt Consolidation,495570,12,11.59,0,648,0,2,,,,0.254
CUST100106,LN200106,Business,29,Self-employed,4470517,372543,Working Capital,4437416,84,13.16,6580306,808,0,1,13915934,7.5,20,0.005
CUST100107,LN200107,Business,68,Unemployed,3603994,300333,Working Capital,2927930,48,16.45,0,606,0,1,4019534,1.13,28,0.079
CUST100108,LN200108,Personal,59,Salaried,810223,67519,Medical,137357,36,9.1,441214,729,0,2,,,,0
CUST100109,LN200109,Personal,64,Business-owner,563823,46985,Wedding,230543,48,15.09,66726,665,2,2,,,,0.102
CUST100110,LN200110,Business,69,Salaried,3279902,273325,Business Expansion,5253969,84,15.67,1107232,629,1,2,2889538,2.71,30,0.122
CUST100111,LN200111,Personal,56,Salaried,538912,44909,Wedding,284910,72,9.69,1068211,645,0,2,,,,0.001
CUST100112,LN200112,Business,53,Salaried,4679941,389995,Business Expansion,861300,120,9.04,3222049,592,0,1,958172,-0.93,5,0
CUST100113,LN200113,Personal,29,Salaried,821929,68494,Home,162628,36,10.29,677371,775,0,2,,,,0
CUST100114,LN200114,Personal,57,Salaried,654237,54520,Personal,190555,24,7.11,127555,624,0,2,,,,0.069
CUST100115,LN200115,Business,58,Salaried,5362017,446835,Invoice Discounting,50000,48,8.07,5282929,748,0,3,6126336,8.41,1,0
CUST100116,LN200116,Personal,55,Salaried,164851,13738,Car,571762,24,11.57,0,601,0,2,,,,0.336
CUST100117,LN200117,Personal,47,Self-employed,799621,66635,Home,354637,48,13.86,605594,693,0,7,,,,0
CUST100118,LN200118,Business,58,Self-employed,150000,12500,Business Expansion,4508912,60,15.59,2052326,565,0,3,8368675,15.44,20,0.9
CUST100119,LN200119,Personal,27,Salaried,447695,37308,Home,481779,48,8.57,680146,774,0,1,,,,0.037
CUST100120,LN200120,Business,50,Business-owner,4275110,356259,Business Expansion,50000,48,14.91,7619776,651,0,2,50000,21.57,24,0
CUST100121,LN200121,Personal,56,Business-owner,80000,6667,Wedding,207403,24,8.18,612235,669,0,1,,,,0.258
CUST100122,LN200122,Personal,31,Salaried,667928,55661,Personal,537122,36,7.09,859189,668,0,1,,,,0.019
CUST100123,LN200123,Personal,31,Business-owner,996808,83067,Medical,143864,60,10.14,799775,749,0,1,,,,0
CUST100125,LN200125,Business,46,Salaried,2478015,206501,Invoice Discounting,4378427,60,14.38,4701540,472,0,2,92241,13.66,12,0.114
CUST100126,LN200126,Personal,62,Salaried,846536,70545,Car,261219,60,8.08,495379,706,0,1,,,,0
CUST100127,LN200127,Personal,50,Salaried,625852,52154,Medical,545827,72,14.04,480568,702,0,3,,,,0.017
CUST100128,LN200128,Personal,36,Business-owner,206234,17186,Medical,426398,48,12.54,203038,738,0,4,,,,0.122
CUST100129,LN200129,Personal,53,Self-employed,989784,82482,Home,212276,48,13.07,522451,751,0,1,,,,0
CUST100130,LN200130,Personal,56,Self-employed,582026,48502,Home,211452,12,9.95,414205,720,0,1,,,,0.029
CUST100131,LN200131,Personal,58,Salaried,607653,50638,Home,738601,60,11.79,734336,702,0,2,,,,0.02
CUST100132,LN200132,Business,49,Salaried,3019571,251631,Equipment Finance,9472179,60,9.85,0,695,0,3,929807,22.28,24,0.155
CUST100133,LN200133,Business,68,Self-employed,1510102,125842,Business Expansion,11061978,60,9.18,4119331,706,0,3,7673015,19.04,19,0.308
CUST100134,LN200134,Business,66,Salaried,1209520,100793,Invoice Discounting,6559780,84,8,635512,654,0,3,2874356,16.73,18,0.201
CUST100135,LN200135,Personal,32,Business-owner,732165,61014,Personal,509953,48,9.71,706113,687,0,1,,,,0.017
CUST100136,LN200136,Personal,28,Salaried,1275987,106332,Car,327932,24,12.8,1126832,697,0,0,,,,0
CUST100137,LN200137,Business,44,Self-employed,4548076,379006,Invoice Discounting,50000,48,9.57,4319183,745,0,1,1715576,3.2,7,0
CUST100138,LN200138,Business,54,Unemployed,4553814,379484,Business Expansion,5430144,48,8.38,6931010,735,1,3,6837340,-3.91,26,0.124
CUST100139,LN200139,Personal,41,Salaried,842034,70170,Medical,583135,60,9.64,236278,654,3,0,,,,0.333
CUST100140,LN200140,Personal,47,Salaried,433658,36138,Debt Consolidation,741244,24,13.47,733022,714,0,0,,,,0.191
CUST100141,LN200141,Personal,33,Salaried,857828,71486,Debt Consolidation,387598,60,9.84,116429,683,0,2,,,,0
CUST100142,LN200142,Personal,45,Salaried,677230,56436,Medical,336783,48,7,94792,754,0,4,,,,0
CUST100143,LN200143,Personal,39,Salaried,468753,39063,Car,216523,48,9.33,411035,625,0,3,,,,0.004
CUST100144,LN200144,Personal,24,Salaried,550231,45853,Debt Consolidation,214523,60,10.47,370094,800,0,3,,,,0
CUST100145,LN200145,Business,60,Self-employed,6460557,538380,Business Expansion,50000,84,8,1316183,613,0,4,2538647,16.03,11,0
CUST100146,LN200146,Personal,61,Salaried,307886,25657,Home,166319,48,12.79,0,696,0,4,,,,0.068
CUST100148,LN200148,Personal,21,Business-owner,1282962,106914,Home,20000,36,11.48,515264,645,0,2,,,,0
CUST100149,LN200149,Personal,57,Salaried,632724,52727,Home,616077,36,9.4,397525,592,0,1,,,,0.086
CUST100150,LN200150,Business,64,Salaried,3611788,300982,Invoice Discounting,6626992,84,8,0,617,0,2,2209601,6.4,25,0.098
CUST100151,LN200151,Business,28,Salaried,6047420,503952,Working Capital,10508182,12,10.91,456916,556,0,2,7674389,13.05,23,0.485
CUST100152,LN200152,Personal,28,Self-employed,80000,6667,Car,414218,24,12.95,0,684,0,3,,,,0.489
CUST100153,LN200153,Personal,54,Salaried,627493,52291,Medical,508382,24,14.14,73533,662,0,1,,,,0.104
CUST100154,LN200154,Personal,38,Self-employed,502869,41906,Medical,725609,36,12.61,298494,686,0,2,,,,0.119
CUST100155,LN200155,Business,38,Salaried,4791718,399310,Working Capital,50000,36,10.97,5494599,608,0,0,9277587,11.6,26,0
CUST100156,LN200156,Business,38,Salaried,150000,12500,Working Capital,50000,36,17.06,5630578,701,0,1,8805617,-3.55,9,0
CUST100157,LN200157,Business,67,Self-employed,5381812,448484,Invoice Discounting,50000,48,16.35,200696,683,0,3,11802066,12.33,22,0
CUST100158,LN200158,Personal,42,Salaried,838243,69854,Debt Consolidation,259206,48,9.23,199962,843,0,0,,,,0
CUST100159,LN200159,Personal,29,Business-owner,431772,35981,Debt Consolidation,200176,72,10.42,1463766,719,1,3,,,,0.009
CUST100160,LN200160,Personal,57,Business-owner,1055797,87983,Medical,391104,24,8.29,23928,672,0,0,,,,0.072
CUST100161,LN200161,Personal,23,Salaried,823584,68632,Medical,491780,48,11.01,308464,631,0,2,,,,0.06
CUST100162,LN200162,Personal,39,Self-employed,655190,54599,Home,20000,36,13.96,0,697,0,4,,,,0
CUST100163,LN200163,Personal,33,Salaried,726893,60574,Car,368599,36,11.5,1220976,641,0,3,,,,0.003
CUST100164,LN200164,Personal,46,Salaried,832158,69347,Wedding,47605,12,9.03,534015,734,0,2,,,,0
CUST100165,LN200165,Personal,61,Self-employed,466780,38898,Wedding,394067,48,10.21,391662,555,0,3,,,,0.078
CUST100166,LN200166,Business,58,Business-owner,150000,12500,Equipment Finance,6630525,84,17.42,0,806,0,2,1406993,30.54,6,0.9
CUST100167,LN200167,Business,65,Salaried,2248394,187366,Business Expansion,101850,36,11.09,1189978,597,2,4,10922450,13.85,11,0.102
CUST100168,LN200168,Personal,47,Salaried,840000,70000,Personal,248452,24,11.22,0,727,0,1,,,,0
CUST100169,LN200169,Business,54,Business-owner,3119311,259943,Business Expansion,3010345,60,10.21,5744267,678,1,1,2602678,-1.43,13,0.103
CUST100170,LN200170,Business,34,Salaried,150000,12500,Equipment Finance,50000,60,10.43,7556393,732,0,2,4817761,4.89,21,0
CUST100171,LN200171,Personal,28,Self-employed,80000,6667,Debt Consolidation,602329,12,12.53,445986,719,0,2,,,,0.9
CUST100172,LN200172,Business,44,Salaried,4805468,400456,Equipment Finance,4390040,120,11.74,10159853,710,3,1,2318056,8.04,9,0.157
CUST100173,LN200173,Business,51,Salaried,5890921,490910,Business Expansion,523921,24,13.05,4443711,807,0,4,10619705,15.22,17,0
CUST100174,LN200174,Business,62,Salaried,4347125,362260,Equipment Finance,7893082,48,15.59,6722291,785,0,1,2097539,1.63,27,0.128
CUST100176,LN200176,Business,35,Salaried,150000,12500,Equipment Finance,6270276,60,16.93,0,552,0,4,2260692,-5.82,11,0.9
CUST100177,LN200177,Business,38,Business-owner,2617269,218106,Equipment Finance,5822608,48,12.88,15800093,682,0,1,11433810,-8.72,30,0.133
CUST100178,LN200178,Business,30,Salaried,7213316,601110,Working Capital,921396,36,17.07,4419803,635,0,2,9712411,-6.8,15,0
CUST100179,LN200179,Personal,22,Salaried,435230,36269,Medical,432842,36,11.46,0,738,0,0,,,,0.095
CUST100180,LN200180,Personal,58,Salaried,483587,40299,Car,590988,60,11.22,907028,658,0,6,,,,0.021
CUST100182,LN200182,Business,63,Salaried,7142947,595246,Invoice Discounting,11018437,48,10.81,10990443,622,0,3,3769664,16.23,18,0.105
CUST100183,LN200183,Personal,30,Self-employed,987947,82329,Wedding,171877,48,10.37,995125,494,1,0,,,,0.061
CUST100184,LN200184,Personal,32,Salaried,447138,37262,Personal,63977,36,14.14,245365,772,0,2,,,,0
CUST100185,LN200185,Business,46,Salaried,150000,12500,Invoice Discounting,1119831,48,21.88,7406315,772,0,2,50000,22.51,8,0.454
CUST100186,LN200186,Personal,25,Salaried,583590,48632,Home,303625,72,12.26,725041,555,0,2,,,,0
CUST100187,LN200187,Business,67,Salaried,3298960,274913,Working Capital,1448886,120,16.78,9844575,887,0,0,12590629,14.34,31,0
CUST100188,LN200188,Personal,63,Salaried,241399,20117,Wedding,270710,48,8.93,628969,749,0,1,,,,0.028
CUST100189,LN200189,Personal,61,Self-employed,704732,58728,Debt Consolidation,346847,48,10.69,0,715,0,4,,,,0.068
CUST100190,LN200190,Business,63,Salaried,3409957,284163,Invoice Discounting,1981193,36,8,4767677,602,0,6,7564596,1.01,20,0
CUST100191,LN200191,Business,49,Self-employed,2244125,187010,Business Expansion,10062606,48,18.47,14139545,591,0,2,50000,-14.06,32,0.268
CUST100192,LN200192,Personal,28,Self-employed,788314,65693,Car,39403,48,10.35,1102662,760,0,4,,,,0
CUST100193,LN200193,Personal,43,Salaried,638108,53176,Personal,200575,24,9.05,299681,689,0,2,,,,0
CUST100194,LN200194,Business,56,Salaried,9396064,783005,Working Capital,7769496,48,12.5,5017828,615,0,1,3508772,17.56,21,0.077
CUST100195,LN200195,Personal,43,Business-owner,577165,48097,Wedding,704755,24,11.1,452129,597,0,1,,,,0.139
CUST100196,LN200196,Personal,32,Business-owner,703777,58648,Medical,240098,72,11.01,978951,832,0,3,,,,0
CUST100197,LN200197,Personal,53,Salaried,753377,62781,Personal,429132,36,11.82,6055,636,0,2,,,,0.08
CUST100198,LN200198,Personal,22,Salaried,842383,70199,Home,20000,60,8.51,0,700,0,4,,,,0
CUST100199,LN200199,Personal,27,Business-owner,546601,45550,Debt Consolidation,307463,60,9.8,658484,732,0,2,,,,0.008
CUST100200,LN200200,Business,65,Business-owner,150000,12500,Business Expansion,8174677,36,8.62,0,585,0,0,6601379,25.39,23,0.9
CUST100201,LN200201,Personal,57,Salaried,642450,53537,Car,20000,60,10.2,504345,581,0,0,,,,0
CUST100202,LN200202,Personal,54,Salaried,547124,45594,Debt Consolidation,164430,60,8.54,393206,766,0,0,,,,0
CUST100203,LN200203,Business,36,Salaried,5667628,472302,Working Capital,601905,24,14.06,5549349,627,0,3,50000,5.16,13,0
CUST100204,LN200204,Personal,41,Self-employed,620272,51689,Home,45246,48,8.85,257094,686,0,3,,,,0
CUST100205,LN200205,Personal,47,Salaried,460828,38402,Wedding,369816,36,10.26,1137408,667,0,1,,,,0.015
CUST100206,LN200206,Personal,41,Business-owner,875282,72940,Home,254161,24,11.83,131304,742,0,3,,,,0
CUST100207,LN200207,Personal,21,Salaried,298349,24862,Personal,283435,48,9.73,0,579,2,1,,,,0.307
CUST100208,LN200208,Business,66,Salaried,4730736,394228,Invoice Discounting,3129173,48,16.42,0,550,0,1,5028485,7.47,20,0.063
CUST100210,LN200210,Business,56,Self-employed,7547006,628917,Business Expansion,4237516,120,12.21,1531547,613,0,2,7603235,7.65,33,0.049
CUST100211,LN200211,Personal,51,Business-owner,944709,78726,Medical,206976,12,9.55,106305,699,0,2,,,,0.083
CUST100212,LN200212,Personal,64,Salaried,883330,73611,Wedding,543807,48,15.27,571062,689,2,2,,,,0.133
CUST100213,LN200213,Personal,47,Business-owner,754710,62892,Medical,474007,48,12.78,683439,689,0,4,,,,0.006
CUST100214,LN200214,Personal,22,Salaried,115659,9638,Medical,20000,72,10.55,335491,818,0,1,,,,0
CUST100215,LN200215,Personal,52,Salaried,131213,10934,Personal,618322,48,11.21,919766,798,2,1,,,,0.485
CUST100216,LN200216,Personal,25,Salaried,1004507,83709,Home,222397,48,14.64,0,716,0,2,,,,0
CUST100217,LN200217,Business,46,Self-employed,5285869,440489,Working Capital,937323,84,12.43,680565,663,0,0,5331203,12.87,16,0
CUST100218,LN200218,Personal,44,Salaried,448353,37363,Wedding,110953,60,11.05,224311,529,0,2,,,,0
CUST100219,LN200219,Personal,56,Salaried,493588,41132,Car,20000,12,11.74,806662,639,0,2,,,,0
CUST100220,LN200220,Personal,30,Salaried,1062207,88517,Home,279282,12,12.47,489695,687,0,2,,,,0.011
CUST100221,LN200221,Personal,56,Self-employed,543765,45314,Debt Consolidation,368019,24,11.22,285458,739,0,1,,,,0.035
CUST100222,LN200222,Personal,39,Salaried,398179,33182,Car,655239,72,9.3,823521,692,0,2,,,,0.034
CUST100223,LN200223,Business,45,Salaried,1954356,162863,Working Capital,5187686,48,14.49,10050582,581,0,0,4423928,-2.18,17,0.172
CUST100224,LN200224,Personal,54,Salaried,482644,40220,Home,299981,60,9.71,372698,730,0,2,,,,0
CUST100225,LN200225,Personal,24,Self-employed,581027,48419,Medical,93107,72,9.49,558230,773,0,3,,,,0
CUST100226,LN200226,Personal,38,Salaried,829633,69136,Home,462444,60,12.88,1277979,670,0,2,,,,0.008
CUST100228,LN200228,Personal,39,Salaried,638475,53206,Debt Consolidation,444025,24,13.47,120639,718,0,3,,,,0.086
CUST100230,LN200230,Personal,32,Business-owner,639351,53279,Medical,614410,12,8.5,773955,659,0,3,,,,0.179
CUST100231,LN200231,Personal,55,Unemployed,350683,29224,Debt Consolidation,374643,60,7,1121292,766,0,2,,,,0
CUST100232,LN200232,Personal,46,Salaried,838611,69884,Car,640439,36,11.26,327779,663,0,1,,,,0.073
CUST100233,LN200233,Personal,35,Business-owner,637962,53163,Wedding,20000,48,9.31,754136,713,0,2,,,,0
CUST100234,LN200234,Personal,47,Salaried,744746,62062,Car,173275,48,10.68,0,708,0,2,,,,0
CUST100235,LN200235,Personal,42,Salaried,694383,57865,Personal,79679,72,10.65,206475,682,0,3,,,,0
CUST100236,LN200236,Personal,48,Unemployed,758266,63189,Home,716249,24,10.77,832757,689,0,0,,,,0.122
CUST100237,LN200237,Personal,37,Self-employed,223935,18661,Personal,224721,60,8.99,621439,747,0,2,,,,0.011
CUST100238,LN200238,Personal,43,Salaried,1019879,84990,Car,423656,36,10.74,413452,792,0,1,,,,0.005
CUST100239,LN200239,Business,32,Salaried,986857,82238,Business Expansion,6044659,48,10.85,0,542,0,1,8711577,-0.64,34,0.49
CUST100240,LN200240,Business,66,Salaried,8009050,667421,Invoice Discounting,5376692,60,9.4,8116036,754,0,1,4671469,6.61,27,0
CUST100241,LN200241,Business,45,Salaried,3700093,308341,Working Capital,50000,60,17.67,0,605,0,1,5244066,-0.38,2,0.038
CUST100242,LN200242,Personal,25,Salaried,213397,17783,Home,451987,36,12.31,293598,733,0,2,,,,0.162
CUST100243,LN200243,Personal,48,Salaried,645432,53786,Wedding,420376,36,11.8,371464,723,0,1,,,,0.016
CUST100244,LN200244,Personal,57,Salaried,86469,7206,Debt Consolidation,465875,72,11.01,688866,707,0,3,,,,0.208
CUST100245,LN200245,Business,39,Salaried,1080778,90065,Business Expansion,7675282,120,11.85,5935618,602,1,1,2300575,26.73,21,0.244
CUST100247,LN200247,Business,27,Self-employed,4807861,400655,Invoice Discounting,948771,120,21.51,3835063,666,0,1,50000,18.7,11,0
CUST100249,LN200249,Business,44,Unemployed,150000,12500,Equipment Finance,3318381,48,16.42,3871750,602,1,2,6059361,6.05,30,0.9
CUST100251,LN200251,Business,53,Salaried,3257011,271418,Working Capital,4931458,24,17.02,7758348,627,0,2,435489,18.61,20,0.179
